id,area,name,category,status,has_tests,user_story,expected_behavior,entry_points,code_refs,gaps,notes,verified,last_updated
F-130,"intelligence","Tool discovery + consent + watermarks","Internal subsystem","complete","true","As a privacy-conscious user, I want installed AI tools auto-discovered with first-run consent and incremental watermarks so that ingestion is opt-in and doesn't re-read everything each run.","discoverInstalledTools maps installed runners to adapters; ensureFirstRunConsent/recordConsent gate enabling third-party sources; watermark store tracks last-read positions for incremental collection.","discoverInstalledTools() | ensureFirstRunConsent() | recordConsent() | getWatermark()/setWatermark()","src/intelligence/sources/discovery.ts:1 | src/intelligence/sources/consent.ts:1 | src/intelligence/sources/watermark.ts:1","","Tests: intelligence-discovery.test.ts, intelligence-connectedtools.test.ts.",,2026-06-27
F-131,"intelligence","Tool x project effectiveness matrix (/effectiveness)","User-facing command + subsystem","complete","true","As a router/operator, I want ship-rate and token-ROI per tool and per (tool x project) so that model/agent routing can prefer what works best for a given repo.","computeEffectiveness pivots the session corpus into cells (sessions, shipped, discarded, kept density, est tokens/kept). Snapshot persisted via recordEffectiveness during /learn; the command displays the matrix.","autoclaw.intelligence.effectiveness (command) | computeEffectiveness() | getEffectiveness()/recordEffectiveness()","src/intelligence/effectiveness.ts:1 | src/intelligence/metrics/effectivenessStore.ts:1 | src/intelligence/learn.ts:721","","Tests: intelligence-effectiveness.test.ts.",,2026-06-27
F-132,"intelligence","Vector backend abstraction (sqlite-vec + Postgres/pgvector)","Internal subsystem","complete","true","As an operator, I want a swappable vector backend so that I can scale from local sqlite to shared Postgres without changing callers.","getBackendInitializer selects sqlite-vec (default) or postgres from config.backend; an unknown/misconfigured backend degrades to sqlite-vec with a warning. sqlite-vec itself degrades to a no-op handle when the native stack is absent. Postgres backend connects via configured connectionString.","getBackendInitializer() | initVectorBackend() | initPostgresDB() | initVectorDB()","src/intelligence/vector/index.ts:46 | src/intelligence/vector/postgres.ts:1 | src/intelligence/vector/sqliteVec.ts:1","","Tests: intelligence-vector.test.ts, intelligence-vector-driver.test.ts, intelligence-postgres.test.ts.",,2026-06-27
F-133,"intelligence","Workflow-sequence mining","Internal subsystem","complete","true","As a developer, I want the ordered tool-action sequences that lead to shipped vs discarded work mined so that successful workflows and anti-workflows feed back into guidance.","Recovers tool-action steps from [tool_use NAME] markers in transcripts, derives per-session outcome, and ranks successful workflows + anti-patterns folded into durable memory (capped). Prose-only sessions degrade cleanly.","mineWorkflows() | extractSessionWorkflow() | workflowPatternLabel()","src/intelligence/workflows.ts:1 | src/intelligence/learn.ts:249","","Tests: intelligence-workflows.test.ts.",,2026-06-27
F-134,"interop","MCP extended endpoints + EXTENDED_TOOLS (install-extended.ts: fleet.dispatch, voidspec.sync)","MCP installer","stub","false","As an operator, I want extended MCP config (remote endpoints) and dispatch/voidspec MCP tools so that the fleet can reach out-of-tree services.","Defines ExtendedConfig + installExtended + EXTENDED_TOOLS (fleetDispatchTool, voidspecSyncTool) and endpoint helpers.","EXTENDED_TOOLS | installExtended() | fleetDispatchTool / voidspecSyncTool","src/mcp/install-extended.ts:303 | src/mcp/install-extended.ts:410 | src/mcp/install-extended.ts:159","Entire module is orphaned: EXTENDED_TOOLS is never added to READ_ONLY_TOOLS/WRITE_TOOLS or the server tool set; installExtended/EXTENDED_TOOLS imported nowhere outside the file; no test file exists. | fleet.dispatch / voidspec.sync are not reachable by any host.","Dead/unwired code despite being a full implementation. Not in the active server's activeTools().",,2026-06-27
F-135,"interop","acp/1 connector discovery (manifest scan, code NOT loaded)","Connector (A2A platform)","partial","true","As the host, I want to discover installed connectors and whether each would load WITHOUT executing their code so that doctor/panel can report them safely.","Scans <ws>/.autoclaw/connectors/<id>/connector.json then ~/.autoclaw/connectors/<id>/connector.json, validates each fail-closed, de-dupes by id with workspace-wins precedence; never imports/executes connector modules; never throws on missing roots. Path traversal confined (basename check).","discoverConnectorManifests() | scanRoot()","src/connector/discovery.ts:78 | src/connector/discovery.ts:45","discoverConnectorManifests is only consumed by its own test — it is NOT wired into autoclaw doctor or the fleet panel despite the docstring claiming it answers 'what connectors are installed' for them. | npm-scope discovery (@autoclaw/connector-*) is a noted later increment, absent. | No connector LOADER/factory execution exists yet — ConnectorFactory/Connector are types only; runner/source/presence faces are never resolved or run.","Read-only half of Phase 3. The dangerous code-loading half (spawn/edit, worktree-jail, signing/conformance) is unbuilt.",,2026-06-27
F-136,"interop","autoclaw mcp install — cross-host MCP registry writer (BP2)","MCP installer","partial","true","As a developer, I want one command to wire the autoclaw-mcp server into every AI host on my machine so that any agent can read AutoClaw state without me hand-editing each registry.","Per-host detect (CLI on PATH or config dir exists) -> read -> merge mcpServers.autoclaw -> write, for claude-code/cursor/antigravity/kiro/gemini-cli/continue/cline/windsurf. Idempotent (unchanged/added/updated), round-trip safe. Kiro registered via kiro-cli mcp add. Scope (workspace|global) carried into spawned server env (AUTOCLAW_MCP_SCOPE).","installAll() | buildServerEntry() | mergeRegistryFile() | formatReport()","src/mcp/install.ts:111 | src/mcp/install.ts:168 | src/mcp/index.ts:64","No VS Code command or CLI bin invokes installAll() in shipped code — only called from installExtended() (itself unwired) and tests; there is no `autoclaw mcp install` entry point actually reachable by an end user.","Logic + idempotency well-tested (mcp.test.ts:738+). The header/docs describe a CLI command that has no bin/command registration.",,2026-06-27
F-137,"interop","Generic chat injector (producer side, per loop_mechanism)","Bridge","partial","true","As the router/stall-recovery, I want one call to deliver a prompt to any heterogeneous worker by its loop_mechanism so that I wake cli-headless / plain-message / slash-loop agents uniformly.","selectInjector returns OutboxChatInjector (cli-headless: writes outbox msg + ready flag — the exact contract KiloCodeBridge/headless runners consume) or HostChatInjector (plain-message/slash-loop: posts to host chat, else returns manual-paste prompt; slash-loop wraps as /loop). IO injected for testability.","selectInjector() | OutboxChatInjector | HostChatInjector | commandHostPoster()","src/bridge/chatInjector.ts:241 | src/bridge/chatInjector.ts:124 | src/bridge/chatInjector.ts:180","selectInjector/OutboxChatInjector/HostChatInjector are exported but consumed nowhere outside their own file + test — the docstring claims the router and stall-recovery use selectInjector, but no orchestrator/router module imports it. It is wired only in scaffold.ts documentation references.","chatInjector.test.ts (8 cases) covers the units; the integration into the live wake/route path is not present.",,2026-06-27
F-138,"interop","Kilo Code chat bridge (companion-side relay)","Bridge","partial","false","As an orchestrator, I want to relay messages into Kilo Code's chat panel (Kilo has no headless CLI) so that Kilo participates like any other agent.","KiloCodeBridge watches agents/kilocode/ready (fs.watch shim), drains outboxes/kilocode/<id>.json, posts via vscode.commands.executeCommand trying kilo-code.sendMessage/kilocode.sendMessage/kilo-code.newTask, writes processed/<id>.json audit, clears the ready flag; falls back to an OS toast / stderr when relay fails. Re-entrancy-guarded drain.","KiloCodeBridge.watch()/stop()/postToHostChat()/onReadyFlip() | Bridge contract (types.ts)","src/bridge/kilocode.ts:169 | src/bridge/kilocode.ts:242 | src/bridge/types.ts:48","No dedicated test file (no kilocode.test.ts) — only the producer side (chatInjector) is tested. | KiloCodeBridge is not instantiated anywhere in the running extension — by design it ships in a SEPARATE companion extension's activate(), which is not present in this repo, so the relay path is not exercised end-to-end here. | TODO(chokidar) + TODO(vscode-typings) in code: fs.watch semantics vary by OS; lazy eval('require')('vscode').","Implements docs/rfc/runner-bridge-contract.md §6. Logic is complete and self-contained but unwired in this repo.",,2026-06-27
F-139,"interop","Knowledge-Graph & Intelligence read tools (kg.search, kg.traverse, intelligence.retrieve, intelligence.contextPack, recall.query, fabric.route)","MCP read tools","partial","true","As any MCP host, I want to recall shared agent thoughts, RAG over the indexed codebase, build a grounded context pack, query memory, and get a routing decision so that I get AutoClaw's intelligence layer over the wire.","kg.search/kg.traverse query the in-process KG (degrade flag when no SQLite); intelligence.retrieve does RAG (capped 50, empty when unindexed); intelligence.contextPack returns markdown+summary (degrade-safe); recall.query does token-overlap over dream/MEMORY.md (archive tier = not_implemented); fabric.route scores registry agents + capability_offer overlay.","MCP tool: kg.search | MCP tool: kg.traverse | MCP tool: intelligence.retrieve | MCP tool: intelligence.contextPack | MCP tool: recall.query | MCP tool: fabric.route","src/mcp/tools.ts:867 | src/mcp/tools.ts:987 | src/mcp/tools.ts:791","recall.query archive tier returns not_implemented (depends on KG daemon C.4) | recall.query is a naive case-insensitive token-overlap scan, not embeddings (TODO BP2+ in code) | todo.list returns not_implemented until a spider TODO index exists","mcp-kg.test.ts covers kg.* readers. todo.list (tools.ts:576) is a documented stub awaiting the spider.",,2026-06-27
